time,phase,temperature,battery,signal_strength,cpu_load
56,launch,29.61653385420641,88.8922213109315,86.25588627155499,67.79568110676105
57,launch,31.533956199183997,88.84900168530747,84.89096254314839,59.03634817223962
58,launch,32.651619893594315,90.0706788873361,84.65455269888012,62.042787841050206
59,launch,30.185856089151724,93.1151687526288,84.36808185794654,68.26056299235088
60,launch,21.197247755679548,85.4275829676562,88.90186838088508,74.1946429293119
61,launch,25.89546733917623,88.33866920701499,76.9569920590961,66.15778242640285
62,launch,26.20126064010281,88.19981661331703,81.55923959532561,77.59747370771501
63,launch,27.027835229683816,88.85941342920418,86.90532034263833,57.88044816835985
64,launch,33.2241216768141,87.61714145819211,88.65469601769749,70.34423479878772
65,launch,28.616915888492564,87.12936702258658,85.48551942630647,60.40552429136654
66,launch,32.226040585217945,92.54703798390659,87.08033572134043,82.26916540086326
67,launch,29.558834179218103,89.66805335060683,84.39738555610796,67.3369287123731
68,launch,27.466258582715522,88.23489711645601,83.25343592991275,68.41292957018393
69,launch,28.189965689834825,89.61902629917796,89.71244943291751,65.18470276556657
70,launch,26.269802209937605,89.58373208171754,81.17130040411331,79.00443401941578
71,launch,25.598887493247577,91.87721369590213,83.05388190929447,46.19472040847982
72,launch,29.9590822442857,90.21694730220993,86.30807341319543,72.51641225110438
73,launch,31.542867134228914,88.29306251782337,90.63311925790923,74.07473877592861
74,launch,36.42459752556713,86.29652251562622,79.41772520644086,65.47047609657412
75,launch,23.040590099637413,89.00826809940378,83.8677026685182,61.97317481988259
76,launch,28.59418675688279,92.13450556334085,87.21729385112758,61.11476539012337
77,launch,32.34003941304252,86.86429876149579,79.98511244807752,76.73340095244764
78,launch,29.468360287106655,93.91617788708025,85.11358240249237,85.8828380124258
79,launch,29.038295497479734,89.52355281117146,91.79869390681226,90.15806976806141
80,launch,29.206245197104103,89.70735227090874,79.84361257499138,82.68068712536513
81,launch,31.15335568051082,88.62056754311565,82.3773741829617,59.60207708351816
82,launch,31.668559868967787,92.29872314999429,81.42822960877331,70.38327942583075
83,launch,32.43516028128599,94.7146858679178,89.12122435450632,53.40566625364686
84,launch,28.63371861569987,85.94954449042437,85.14492109709468,72.37331801771067
85,launch,28.167481606899326,91.3132938812695,79.47261065089809,73.0435400926103
86,launch,31.91728411373818,90.93571028231403,89.61862058324719,59.83583097266613
87,launch,30.669826853334655,87.21679630173402,82.98871250137647,77.42081009548161
88,launch,34.601895185490726,89.15451282994131,80.62251626953535,65.82555257532177
89,launch,30.2547179129246,90.07229369753232,88.16136276777738,80.65959462927815
90,launch,27.685544779873116,89.62172601196093,91.94051224517872,69.65192828206831
91,launch,27.764341043805906,90.54515565244543,85.98265271749058,62.96298426139127
92,launch,35.396182773736186,89.52699489018255,85.13490617554885,96.62750411641419
93,launch,28.063281414713884,89.42532177915047,85.22935661638718,87.25186327855442
94,launch,31.2834958718555,90.98605490121054,89.7670536244976,75.12133288029486
95,launch,28.914208259438993,89.04052564299829,88.8239717594577,56.12871555902089
96,launch,29.11710373941226,89.11735540164143,82.25483568842324,65.16012193842825
97,launch,32.922836364948246,87.34104303054767,74.78689734874052,74.07124255905327
98,launch,27.57139523090152,89.30191700446709,86.93662703707382,94.389677786027
99,launch,27.769677046861926,93.93019136412866,87.32242928915714,72.01021681965297
100,stabilization,23.335789552245526,89.14362392493838,88.91730345004038,54.37743268634963
101,stabilization,29.494603449643638,85.41502481629225,87.13099226848603,63.00197124213115
102,stabilization,28.434157755786554,86.67969606426273,91.53011455324065,59.57675991144039
103,stabilization,29.30156869442443,83.83653313516301,90.79620989510994,54.69868992166081
104,stabilization,30.498438352960203,86.10128034484633,90.61620832736706,48.194771292860366
105,stabilization,26.89756639031413,80.73772928054265,90.18729446686372,49.56260707186354
106,stabilization,26.97157465304271,88.68791672531832,89.0336318131914,48.38289839743008
107,stabilization,25.46975344446843,85.56067248479201,90.67305881356219,60.99146956845384
108,stabilization,25.244968981688682,84.40706230678563,85.1438618693302,44.8654660453117
109,stabilization,28.692193598689677,90.32719259939378,89.9429805620837,40.191683245883105
110,stabilization,24.52344558318836,91.56809392873015,87.18126333466704,45.8038177425422
111,stabilization,26.237393436479554,81.71864809393591,91.55293615816763,58.06112281415466
112,stabilization,24.46727138279941,83.98474773271568,89.82037086506854,48.81704416896493
113,stabilization,29.493239533902738,85.2870237886442,88.76089215384044,47.90780750271448
114,stabilization,27.682861243893683,80.91059560591187,89.46293102079738,51.26713663445971
115,stabilization,26.95176307891797,86.79384112447745,90.15338254801932,57.48113980987709
116,stabilization,31.211784486526938,84.10156030314222,91.74210910583813,39.80759562959469
117,stabilization,26.95521762334221,91.62897848115516,85.62997957314462,56.83412378458041
118,stabilization,25.47938962475496,94.22930792622925,88.45869208741945,51.35218171154079
119,stabilization,29.77389604656982,90.83801417053482,88.33443389357714,50.629197183934316
120,stabilization,24.98387344571965,91.1846745796343,88.95674777726218,49.39289847942192
121,stabilization,28.18931178521514,84.753157003021,91.00585032558857,55.34422416875604
122,stabilization,29.440161280741645,86.60078061343954,87.38387469249236,65.162079284174
123,stabilization,27.994966428683313,85.45086406656476,90.0574995964306,54.64848016387752
124,stabilization,24.56113988650254,88.2156538284366,88.65791756222005,63.73755194050581
125,stabilization,28.99191085050487,86.5178520365713,95.39982542527075,37.60456985911927
126,stabilization,27.408486134377096,87.2229199413777,91.4070818991715,47.4615934911413
127,stabilization,27.5779082083136,80.37356930794256,89.16387565568198,58.784413466253156
128,stabilization,22.738115877616007,81.8913752922461,89.92975634105936,57.502599177280544
129,stabilization,25.082779792752863,85.33584822473726,90.04090894758683,55.95290978416469
130,stabilization,28.683319989421932,91.55645360511681,89.9776713676364,63.547556181023296
131,stabilization,28.356359799825505,86.59859267285857,90.96307766664731,51.58965686848588
132,stabilization,26.8261351630239,82.89391632673937,95.60634404959895,61.4685143237767
133,stabilization,29.674601856562624,90.29248905855874,91.81092390461902,47.86369663298903
134,stabilization,24.9878235947616,88.12761729980618,92.02423933716715,70.0416252091287
135,stabilization,28.44328249994997,88.59946484940919,91.17689881767733,58.229043077992685
136,stabilization,26.56451483510469,89.06821748537037,90.3990893841501,52.034722536050396
137,stabilization,24.29427960500454,86.84772303966587,88.4435125612778,42.883288669900544
138,stabilization,24.7417543529619,85.93709031168397,89.72743655142999,45.67318084828469
139,stabilization,26.905642356657378,90.49147388610338,91.21866424003652,40.42185849405498
140,stabilization,26.62880008020433,88.37481069749764,88.64064937102857,47.25717534163711
141,stabilization,27.33664103704231,89.59677724267651,91.17016709681982,43.28148012688708
142,stabilization,27.611103773965805,88.78526091534938,86.64502058781459,48.356093932924
143,stabilization,29.91652556635863,92.07738529889066,95.00697167888531,41.6872885188105
144,stabilization,28.334581523104564,85.57107038043755,88.5353207222575,58.07336891833351
145,stabilization,30.557076761482513,89.36099538348704,90.3377352902733,41.47586665887831
146,stabilization,24.619812424766582,85.59585201111837,90.25847828164879,52.838252231504164
147,stabilization,25.409956896325046,87.89292202783342,90.24734377934782,62.51200914911537
148,stabilization,28.35805810085931,90.18628070504447,90.2168484164013,46.39913415751111
149,stabilization,26.733645963992082,90.76611585089869,89.5125354538205,40.82102346016664
150,stabilization,24.601513849942478,87.5135092645784,90.11752128920479,56.246858894075594
151,stabilization,26.11288554245306,86.83365451113184,92.51827471746383,43.77518507835408
152,stabilization,27.860551778792367,91.02203799126893,89.32007943102165,48.8000875730997
153,stabilization,26.040750057942038,91.87376253014726,89.90525060146668,58.60226690554741
154,stabilization,26.248745289254753,93.23648275898353,91.37556167719846,42.83965201066543
155,stabilization,27.21348141323813,85.29453422729087,91.48814858882346,54.542199978813905
156,stabilization,27.514131841215313,87.8522916163241,89.56530383283207,62.750843360012595
157,stabilization,29.523215987178745,90.93965829549077,92.6567966194861,46.94097424343756
158,stabilization,29.675225774891654,95.35683503034221,93.58369570989403,50.03142174335245
159,stabilization,28.957764623721403,88.00173403255091,91.98711087565712,43.498330677468395
160,stabilization,29.098822525101042,84.95596007494332,91.15677331169532,48.871348042863225
161,stabilization,25.16896725683273,82.68203325776494,92.2151536988374,41.11221204596532
162,stabilization,24.87127566414074,83.83043744059675,89.63857417850183,63.1954154737078
163,stabilization,25.55040324717965,89.51586081419322,86.71080435170238,55.31431906471354
164,stabilization,27.671198786105002,91.86347266247495,89.95301734461117,56.05305145664571
165,stabilization,29.11676347131261,86.6057153894012,90.16007851820451,54.931383810582616
166,stabilization,27.92954054055187,91.29216331146623,88.02824689883333,56.74843980756964
167,stabilization,25.9533748426276,90.64453460239248,90.3215981492583,56.458136806317704
168,stabilization,23.104928891254602,87.75005070363714,90.84697069193035,46.84104086896816
169,stabilization,25.15559874987416,87.51409461242193,87.2589272981039,58.28280136520074
170,stabilization,26.871013197561393,84.74189473724378,88.78839731228581,39.333133488534415
171,stabilization,24.42489441332155,89.19043271074128,87.42757549706337,60.86485726729393
172,stabilization,26.336431838062786,90.50424270534764,86.73467251269243,40.203647515272536
173,stabilization,27.61332318346108,84.23786853237446,91.88880249858416,39.35712386282498
174,stabilization,26.37071942706342,89.06806500165966,91.4447565117302,53.89108031576539
175,stabilization,28.62011497274348,87.07701372657621,91.20129614299618,56.31921951218721
176,stabilization,27.75305743843808,88.65359777804682,89.50876703085613,46.42991252323634
177,stabilization,28.02759118602782,92.06914623334904,90.21673634667414,53.44782394269879
178,stabilization,26.054167424955228,90.01453341022092,91.4903926889701,46.29138137592691
179,stabilization,25.414614808164366,87.35713222489709,88.84068100936787,62.45701041759267
180,stabilization,25.291183782385282,91.19613931002408,88.85967521870002,37.5016494274881
181,stabilization,28.071997033295055,92.28737102075357,89.60216293167814,44.2866321278946
182,stabilization,26.912868219119048,86.3863039800167,87.57881580193775,42.212753752464614
183,stabilization,29.302983728094336,90.13878667646927,89.0048361192227,29.969783596557296
184,stabilization,31.1360417467998,84.49893586291863,91.3358164306587,53.400063526479286
185,stabilization,24.728881053251076,92.99422356730972,90.23951552853858,58.29283096076963
186,stabilization,27.152169410963577,82.14845795868669,88.32453820327731,55.17324470645602
187,stabilization,26.63480121869111,82.92947730904022,90.89053808133906,48.17198844194088
188,stabilization,27.57329936806181,89.5125298964835,90.00010631160015,60.3470380623896
189,stabilization,23.365009149693815,88.50028963899776,91.88411545254333,46.76620547901719
190,stabilization,25.134386605528206,85.0466515476608,90.7756194383961,51.0053778103042
191,stabilization,30.507787680445716,88.07826735354372,88.39345467770636,45.963146948258995
192,stabilization,26.92146664231824,87.54979821660288,91.22767711134118,40.2699402591392
193,stabilization,26.1714452558946,86.77452298413726,91.416812991244,50.68061388350583
194,stabilization,26.908620746500013,83.86357782500532,90.0480398499841,63.032762596252475
195,stabilization,27.762632708501883,87.96358899083778,87.45365444529007,62.157807476391426
196,stabilization,25.482751594958422,93.3308951184024,88.914598313549,45.97158830742341
197,stabilization,27.606435960962045,87.01874470674164,90.79685866595717,62.70858116546859
198,stabilization,27.609830588541865,88.9036812917551,87.60234014288274,49.93453881087753
199,stabilization,26.77508808808893,90.1439923354874,88.56706065106547,54.94374956604537
200,normal,25.326668640016727,87.31908381727575,92.97434117550377,38.075104078100175
201,normal,24.41768200593216,89.78346209743881,93.3362551647101,32.52416690972173
202,normal,28.633154579230954,85.02128228260895,94.08625339419326,46.62057639746775
203,normal,25.235588030132703,86.85388039130288,93.88094445912581,48.17028875057598
204,normal,26.49996446469724,85.29220846551729,88.21914901080787,48.56034035824101
205,normal,24.881908040205293,83.99833625662029,95.52648772279952,39.3418249457401
206,normal,27.561061976409746,89.71473882980203,93.9880649529228,40.7934072279906
207,normal,24.138193854215988,83.79732747949939,90.17308910624342,38.87787617730411
208,normal,26.212544124780607,84.49369084650482,92.68904812046117,39.386959914824224
209,normal,25.338064381736114,82.43359839520136,92.10402928571264,37.34323615286486
210,normal,20.457605412585668,84.61509389812743,88.64660432065422,40.811414880982305
211,normal,23.455739568908964,81.68735914360892,90.61262983430228,37.57279653919771
212,normal,25.939105867760283,88.1379926954679,88.64896218701773,39.5230257303156
213,normal,29.23777280237543,87.69151083289404,89.04775219176295,24.990880808328015
214,normal,25.50220396874882,84.93327452222219,89.36021078499816,38.28017569664087
215,normal,27.78918430282545,86.5276060829965,94.83456066157268,41.93493423304859
216,normal,27.362519631215335,83.92006555673206,90.60383646790865,35.15900595206915
217,normal,24.094936229389038,83.94799750324118,92.22037283407661,36.39071616950455
218,normal,23.78075770349519,89.71054751561772,91.33394832535367,27.82343958663906
219,normal,24.72023510517874,86.22822485720128,92.48192023435581,43.9708693644385
220,normal,28.651879666188655,87.74412178502553,88.74128666201293,37.93222022587805
221,normal,27.883523887898257,88.77834737742866,91.70706079065629,35.41867580335772
222,normal,22.887667282625596,88.42246328430285,88.78892387020835,40.568707256432134
223,normal,21.231523412143382,87.78588486187593,91.38922890568898,40.87853634223157
224,normal,22.38992414236104,80.97901058785737,91.21018102114292,40.03945138454198
225,normal,26.933456786174716,82.45950100173175,95.19188837714843,38.270200223492154
226,normal,22.10702826621028,83.58239973238182,94.65764284480878,41.022548049997745
227,normal,20.10286395706366,85.97733518307373,93.63666838067022,30.649618225406677
228,normal,22.906553681457382,82.50484531762739,89.93638060543059,34.506611203292636
229,normal,23.00564658621248,86.96734367395632,92.04047224052452,43.755461644300546
230,normal,25.175729739895033,88.265294888476,90.44031254860049,34.898224322641475
231,normal,22.49700313559363,86.24892442850293,91.34683660334147,35.66938397997705
232,normal,25.395427251768066,89.52049525480217,91.8601528086761,31.736767805221845
233,normal,24.41842055622495,85.76090350276989,90.39930207681353,44.582167500833606
234,normal,20.836437113229074,84.25563659254185,87.65500319644211,42.35518406899592
235,normal,28.300007881034652,82.96448757173886,92.60021285784019,31.989053344217783
236,normal,25.148474185634957,90.05721125981816,94.36728961311658,42.91376636123782
237,normal,26.71389873586147,83.65441052142764,92.81838429123007,45.228396139474256
238,normal,25.618318733088184,86.04350530450772,88.92986289862665,32.11191996430806
239,normal,22.514352959267477,84.78534070855825,90.54196820772803,42.052470147206655
240,normal,25.950904325460584,83.40751905114918,94.62603726899943,39.66362054387838
241,normal,22.531309082883432,88.45115658826731,92.85957569186635,42.695267818781424
242,normal,27.221748383165078,77.26218815102621,91.62246901131647,40.84144636835807
243,normal,23.455847776962035,81.19918313919763,94.76270333694367,31.502478737422365
244,normal,22.74629416985257,82.04129535528953,89.7688816705685,40.190746968703195
245,normal,28.406394598322585,82.70855547895864,92.45338088648022,39.30187348282286
246,normal,23.883786972248792,81.53331602770625,89.54911251968757,40.85196282271438
247,normal,27.102797166127953,86.67965813494078,92.58744945059905,37.41124602634068
248,normal,25.92629373902883,83.65096256345736,88.79675920829243,34.6452098945649
249,normal,27.628819084320412,90.55764085321033,92.80947580248784,44.1858769586781
250,normal,28.293832409618542,87.91431527246006,92.72735984555239,39.03268848699039
251,normal,22.634847484681895,82.99547742349466,92.92438350445914,30.595098040476838
252,normal,26.117140752304397,81.19908798479207,91.85089530370946,44.151700773035685
253,normal,27.44300821764411,84.27621373744402,89.42808795301768,35.925739918334905
254,normal,24.921726497228757,84.38115910589268,90.09718005738655,41.985793917526806
255,normal,23.59057375450613,85.09466450343587,91.81939875206291,42.49127766800786
256,normal,26.97137723708022,88.79467738034317,91.45694065699973,41.02292884658733
257,normal,26.543546332589603,85.86208815503058,92.87019260637754,33.08543178062128
258,normal,27.347549320169975,83.87007522184264,91.94470556105253,43.332518451454845
259,normal,26.888764263182996,84.8898670826382,92.3525836740406,37.939324197211505
260,normal,21.033877014832303,87.16588567538196,88.46861732400566,38.38372495993062
261,normal,26.059752985034045,82.42325852572564,92.09254589231897,36.952088858434266
262,normal,24.12125441558557,83.2808391405814,92.08715075923601,43.53606576494033
263,normal,24.654231589676915,84.30137275101961,89.22053105374137,33.39533062652629
264,normal,27.247450198861063,90.80285151334314,92.73332097004962,29.09599325297617
265,normal,27.55540826908117,82.68416219170135,91.60217937457763,40.853948390754596
266,normal,26.827001901354258,88.18377713241095,93.35166760813476,42.56826287395808
267,normal,25.524634579775398,88.51259275377117,94.77098610380219,32.60233543194961
268,normal,22.718870426230648,87.57176644288353,91.65405086211852,42.309131737280744
269,normal,23.29325687654668,86.21165162234686,89.21674448114821,28.409845375124327
270,normal,24.785643052207675,85.05544791593218,94.48460547369507,39.39797082974893
271,normal,26.363177428174044,83.87053381083189,92.4069485153086,32.79046643752062
272,normal,24.878586958356102,88.5304387239658,95.1243766670961,36.466897950348226
273,normal,23.097030364046006,86.25045253968186,92.70450121515141,37.18620350459687
274,normal,24.338633608090312,84.44689023760294,91.48705715945009,39.11207803091904
275,normal,21.399766456459908,86.15359435452656,90.60863066939038,36.58278439721222
276,normal,21.75040052433681,81.52753872884855,90.80791717278368,41.512946807607754
277,normal,25.978938244250347,85.20843516904479,92.46768199800117,42.06978344588078
278,normal,29.069566810325206,88.5343126148592,90.20639657186163,45.75896285950049
279,normal,23.830885239649795,78.03737497412331,89.99754309289119,27.97297167653922
280,normal,22.8706906780588,87.58394402957614,95.11591967858693,48.44912661950312
281,normal,24.17676469732278,86.54473824715575,90.74168224133639,43.10386628973
282,normal,22.54796313214348,90.78063421733984,92.22584493469613,48.9523307096674
283,normal,24.499207839515137,81.47405721706588,96.08305191729318,36.02178340730482
284,normal,25.862888841393957,82.33983669573115,92.51878342953297,34.6289634123347
285,normal,23.51668308218253,79.32564044250549,90.88588006903367,37.471580599055436
286,normal,24.76761805270384,76.66031712456405,88.30220627055748,36.446402846905414
287,normal,25.742042754362704,88.62187800164324,90.08141147970619,33.710398185841136
288,normal,25.93023156731622,84.71500890813816,92.12968553662836,43.99820079788181
289,normal,21.032009417340724,90.96087097249229,92.78340595493236,41.957017008933654
290,normal,25.574679279055513,79.27769992847803,94.73684192839947,47.392768556999656
291,normal,23.544865674107445,81.83156625344006,94.51614952328248,37.23970242823911
292,normal,24.671279851989514,91.27256051718763,92.73791711134912,51.587782955740344
293,normal,25.11231945114007,86.77183331416406,93.69204685483034,38.47785353279546
294,normal,24.423540154086133,82.71247066129368,92.90668646617758,43.57165733044708
295,normal,25.266933392098906,83.65064329956715,90.18639178182654,35.58630678872465
296,normal,25.212589774452194,85.91863714694848,88.545766604347,42.23350629409671
297,normal,21.853902901426217,84.70463859194494,96.38532440456368,34.93031471822951
298,normal,22.994339699446236,85.55968924457406,89.15588317027861,27.2340550720188
299,normal,22.740856699881437,84.87491831205925,92.1839664138571,34.982317330542344
300,normal,22.1984050137135,84.7380308068128,92.25305592071714,41.657756333521405
301,normal,25.540795539174923,90.41073693338326,92.11211619614433,43.47460006010924
302,normal,23.72902784079106,89.29888916374969,88.18233730285077,40.292966769614765
303,normal,25.21517284216769,82.99860968881278,92.26353378562263,34.90941631718748
304,normal,22.009107205184762,84.89503649336184,90.71298303961838,35.635219384877736
305,normal,23.26688325733179,83.83834129488892,88.56751009514643,41.32029883665023
306,normal,24.918523126921954,89.55502379239836,89.5486806483601,31.358947856076107
307,normal,22.49961749366452,87.09965679849098,93.49915360333569,41.49095918539182
308,normal,23.033458446717873,84.18125075473759,93.90146974247867,51.32964504747335
309,normal,26.409651262018475,88.96825321105678,93.07018620124335,39.18373706409871
310,normal,27.62624937747388,83.13366084746909,93.75041140467957,40.3088721541416
311,normal,25.919477654247068,84.63918572396362,92.40383260486603,48.50596701519247
312,normal,27.241864129013333,88.23939710237319,89.9078423946754,43.367786396968214
313,normal,27.8473312414554,87.30081171921242,93.24973495132825,39.96803347033864
314,normal,22.97411755179729,86.04319051701958,92.16979225105972,35.169823073131916
315,normal,23.517445585073556,83.11718656190277,89.79834970586114,51.16669106958804
316,normal,24.38398651935457,82.73836852084841,93.10807156874563,26.126519707772452
317,normal,28.47086638196599,80.40422628589052,91.40807162503062,30.355249687097306
318,normal,21.94391758597877,88.92646485756711,91.51008522239292,36.759334253780466
319,normal,22.53113391832836,80.48133636948563,92.4162958261578,42.483451877810126
320,normal,24.063858917670842,83.37801158465594,91.34946398188285,38.705636865209556
321,normal,25.434966884101353,83.37037810724064,89.94509670114721,41.505053322564386
322,normal,22.98368261655142,90.5926024624494,95.11799135005971,53.66758004398563
323,normal,25.1797354585766,87.66923733128957,92.22992078066835,39.86863186432235
324,normal,25.86382929554002,83.5416584041336,94.94891754605963,42.11800511232709
325,normal,24.92033019610845,85.91035646748291,91.32220500658326,40.19979477334014
326,normal,21.57352899915488,83.46125122296,90.29361001452445,38.91621746384091
327,normal,26.645081499575497,82.84642970870289,92.41909412874583,42.38992847597908
328,normal,26.292289984975127,82.8634897420166,89.5853541329212,42.77713355686781
329,normal,25.488266375967676,82.49223048774742,89.95689656654937,46.23506247418662
330,normal,29.309540992487754,87.8731632868895,89.75406558669137,37.08085762822272
331,normal,21.801756772386074,86.74542726874081,90.61551367490024,28.643783540516317
332,normal,26.51526565731187,85.287247294694,90.53038581133987,48.3047844114284
333,normal,24.366578308683213,86.62681690368976,90.9475154083009,30.16833949114998
334,normal,26.04374396033853,87.6392658039829,91.06239926798565,44.5375279881795
335,normal,24.598766837453276,89.35165508196138,93.50071088589245,53.868823900511
336,normal,26.260822770148202,87.1277995519043,90.95985571875288,37.10767351013793
337,normal,29.35569066044456,86.44904506202099,90.70722419035351,43.15734461948439
338,normal,28.796434729967764,79.26237042393224,91.62917867737892,33.30508598560341
339,normal,25.662299174480196,78.09645592073265,92.3791919385816,45.96979921809835
340,normal,23.56215012279625,84.55489208780928,91.59030519205054,33.11948224304449
341,normal,23.456070291270763,88.84226764391325,89.44411368816576,40.50808730169621
342,normal,24.1527637448594,85.68074754828008,88.55038248676937,27.991452273084526
343,normal,24.39140729849604,85.3071895111213,95.50183822115511,46.47825865767653
344,normal,23.983622454581948,87.0072411362869,90.58035581506013,51.276551808249565
345,normal,24.25060705846165,84.57991231096634,95.49047191552451,46.866460508168466
346,normal,25.063884701467515,85.62850824735023,92.48014418063586,48.44322583217772
347,normal,24.845182847314174,80.2836773258576,92.11752870672241,44.7450396189539
348,normal,25.397704648249025,83.26802063314902,90.00659210114779,37.249081382665835
349,normal,26.195642437700812,82.78182936010998,94.10083834023582,40.902715556435425
350,normal,23.26352309469612,83.97516491473371,92.45914686700095,42.83943008021798
351,normal,25.977887091857195,79.0021449049799,94.00470729585797,26.192956142325833
352,normal,25.645889200216388,91.84922250856351,92.16868323080143,47.24462909487705
353,normal,28.381350516035607,85.67718355975472,94.37628998943984,42.23320428797658
354,normal,25.546441777892092,94.52574112772503,91.66917794324085,45.35827028553335
355,normal,26.812549256211387,87.88227179759434,91.80027202108853,39.92334315579185
356,normal,24.810439053337912,87.33945516191675,90.61106665817118,29.059804283083466
357,normal,23.913072796653704,84.54132357042646,95.87311710718389,44.965517243779786
358,normal,26.028111473414135,83.80264482742366,92.16955325201185,38.85648281422301
359,normal,25.978029370677007,83.85720081196256,92.64012248275884,33.49693720349368
360,normal,26.243128559865827,84.31831268724984,92.28860336536744,50.09606580976421
361,normal,25.590391765131997,85.1599346539485,90.09475222514837,27.306461442063423
362,normal,20.748733986562364,84.20801272952296,96.66797136681957,45.96830604566141
363,normal,23.600388611934626,83.03048793697432,88.98191384993177,32.33561810575445
364,normal,25.497444918367208,82.91819655916028,92.25414084060813,44.99614222305541
365,normal,22.02436917174724,89.18235180716579,89.66118658787285,47.31412413212449
366,normal,22.797895395255374,90.04675040516062,92.37572793513219,39.32790021021642
367,normal,26.941579152035864,84.62294780683624,91.91242571019734,45.542439892878534
368,normal,25.10290379178658,85.53851195033273,92.52427338120188,41.82348926041463
369,normal,24.391584520462967,86.36166773297361,89.85419114327156,34.33778948417898
370,normal,26.61988678066487,86.88521363789519,90.59373770669241,37.44068756604054
371,normal,26.088837923981636,79.45677622384932,90.31910089778462,33.55900723391626
